property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,dimension_2,address,city_province,district,legal_docs,facing_direction,front_width,balcony_direction,raw_price,raw_area,raw_n_bedrooms,raw_n_bathrooms,scraper
Nhà hẻm ngõ,5.65,110.0,m²,5.0,4.0,,21.0,"Đường Mai Xuân Thưởng, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Đông,5.0,Đông,5.65,"110 m²(5,0x21,0)",5 phòng,4 WC,Thiên
Nhà mặt tiền,12.65,26247.0,m²,,,,,"Đường Gò Gà Đỡ, Xã Vĩnh Lương, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ đỏ,,,,12.65,26.247 m²,,,Thiên
Nhà mặt tiền,2.13,90.0,m²,3.0,2.0,1.0,18.0,"Xã Diên Điền, Huyện Diên Khánh, Khánh Hòa",Khánh Hòa,Huyện Diên Khánh,Giấy tờ hợp lệ,Tây Nam,5.0,,2.13,"90 m²(5,0x18,0)",3 phòng,2 WC,Thiên
Biệt thự,6.0,666.0,m²,5.0,5.0,2.0,29.0,"Xã Diên Phú, Huyện Diên Khánh, Khánh Hòa",Khánh Hòa,Huyện Diên Khánh,Giấy tờ hợp lệ,Đông,27.0,,6.0,"666 m²(27,0x29,0)",5 phòng,5 WC,Thiên
Nhà mặt tiền,4.6,80.0,m²,2.0,2.0,,13.5,"Phường Vĩnh Phước, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây,6.0,,4.6,"80 m²(6,0x13,5)",2 phòng,2 WC,Thiên
Biệt thự,33.0,471.4,m²,3.0,3.0,1.0,20.0,"Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,,23.6,,33.0,"471,4 m²(23,6x20,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.5,51.3,m²,2.0,2.0,2.0,,"Phường Phước Hải, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây Nam,,,3.5,"51,3 m²",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,6.7,52.1,m²,3.0,2.0,2.0,13.2,"Phường Vĩnh Thọ, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Nam,4.0,,6.7,"52,1 m²(4,0x13,2)",3 phòng,2 WC,Thiên
Nhà hẻm ngõ,4.15,80.0,m²,3.0,3.0,2.0,10.0,"Phường Ngọc Hiệp, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,,8.0,,4.15,"80 m²(8,0x10,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,10.0,138.0,m²,4.0,,4.0,,"Xã Vĩnh Hiệp, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,,,,10.0,138 m²,4 phòng,,Thiên
Nhà mặt tiền,5.5,48.0,m²,3.0,4.0,3.0,,"Phường Phước Hải, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,,,,5.5,48 m²,3 phòng,4 WC,Thiên
Nhà hẻm ngõ,4.7,70.0,m²,3.0,3.0,2.0,17.5,"Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Bắc,4.0,,4.7,"70 m²(4,0x17,5)",3 phòng,3 WC,Thiên
Nhà mặt tiền,27.9,269.5,m²,,,,,"86, Đường Đoàn Trần Nghiệp, Phường Vĩnh Phước, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,,,,27.9,"269,5 m²",,,Thiên
Nhà mặt tiền,18.9,123.0,m²,4.0,6.0,,,"Đường Trần Nguyên Hãn, Phường Phước Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Tây Bắc,,Tây Bắc,18.9,123 m²,4 phòng,6 WC,Thiên
Nhà hẻm ngõ,3.25,68.0,m²,3.0,2.0,,11.0,"Đường Nguyễn Xiển, Xã Vĩnh Ngọc, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Nam,6.0,Nam,3.25,"68 m²(6,0x11,0)",3 phòng,2 WC,Thiên
Nhà mặt tiền,5.95,80.0,m²,2.0,2.0,2.0,20.0,"Phường Vĩnh Hải, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Đông Bắc,4.0,,5.95,"80 m²(4,0x20,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.45,68.0,m²,3.0,2.0,,14.0,"Đường Nguyễn Chích, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Bắc,5.0,Bắc,2.45,"68 m²(5,0x14,0)",3 phòng,2 WC,Thiên
Nhà mặt tiền,4.4,60.0,m²,3.0,3.0,3.0,14.0,"Đường Lý Phục Man, Phường Vĩnh Phước, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Tây,5.0,Tây,4.4,"60 m²(5,0x14,0)",3 phòng,3 WC,Thiên
Biệt thự,11.8,250.0,m²,4.0,3.0,2.0,25.0,"Đường Bùi Huy Bích, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Bắc,10.0,Bắc,11.8,"250 m²(10,0x25,0)",4 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.8,110.0,m²,2.0,2.0,,20.0,"Đường Nguyễn Chích, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Đông Nam,5.4,Đông Nam,3.8,"110 m²(5,4x20,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.65,61.8,m²,2.0,2.0,2.0,10.0,"Xã Phước Đồng, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây Nam,6.0,,2.65,"61,8 m²(6,0x10,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,3.0,353.0,m²,3.0,3.0,1.0,39.0,"Xã Suối Tiên, Huyện Diên Khánh, Khánh Hòa",Khánh Hòa,Huyện Diên Khánh,Giấy tờ hợp lệ,Đông,9.0,,3.0,"353 m²(9,0x39,0)",3 phòng,3 WC,Thiên
Nhà mặt tiền,7.2,202.0,m²,3.0,,1.0,26.0,"Xã Vĩnh Ngọc, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,,7.6,,7.2,"202 m²(7,6x26,0)",3 phòng,,Thiên
Nhà mặt tiền,7.65,44.0,m²,5.0,4.0,4.0,,"Phường Vĩnh Phước, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,,,,7.65,44 m²,5 phòng,4 WC,Thiên
Nhà mặt tiền,7.05,70.0,m²,4.0,3.0,3.0,17.0,"Phường Phước Long, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây Bắc,4.0,,7.05,"70 m²(4,0x17,0)",4 phòng,3 WC,Thiên
Biệt thự,12.7,154.0,m²,3.0,4.0,3.0,,"Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Hợp đồng mua bán,,,,12.7,154 m²,3 phòng,4 WC,Thiên
Nhà mặt tiền,6.9,43.0,m²,3.0,3.0,3.0,,"Phường Phước Tân, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây Nam,,,6.9,43 m²,3 phòng,3 WC,Thiên
Nhà mặt tiền,6.5,80.0,m²,3.0,3.0,2.0,16.0,"Đường B8, Phường Phước Hải, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Hợp đồng mua bán,Nam,5.0,Nam,6.5,"80 m²(5,0x16,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,17.0,65.9,m²,11.0,7.0,7.0,,"Phường Phước Tân, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Đông,,,17.0,"65,9 m²",11 phòng,7 WC,Thiên
Nhà mặt tiền,0.155,61.0,m²,5.0,4.0,4.0,16.0,"Phường Tân Lập, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây Bắc,4.0,,0.155,"61 m²(4,0x16,0)",5 phòng,4 WC,Thiên
Nhà mặt tiền,15.6,89.6,m²,2.0,2.0,1.0,23.6,"Phường Xương Huân, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Bắc,3.8,,15.6,"89,6 m²(3,8x23,6)",2 phòng,2 WC,Thiên
Mặt tiền,2.9,86.0,m²,3.0,3.0,1.0,12.0,"Đường Nguyễn Chích, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Bắc,7.0,Bắc,2.9,"86 m²(7,0x12,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,4.7,110.0,m²,2.0,2.0,,24.0,"Đường Đoàn Trần Nghiệp, Phường Vĩnh Phước, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Tây Bắc,4.5,Tây Bắc,4.7,"110 m²(4,5x24,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,3.2,86.0,m²,2.0,2.0,,16.0,"Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,,5.0,,3.2,"86 m²(5,0x16,0)",2 phòng,2 WC,Thiên
Nhà hẻm ngõ,2.85,44.0,m²,3.0,3.0,3.0,11.0,"Đường Bùi Huy Bích, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Bắc,4.0,Bắc,2.85,"44 m²(4,0x11,0)",3 phòng,3 WC,Thiên
Nhà hẻm ngõ,3.6,82.0,m²,2.0,2.0,,12.0,"Đường Lương Đắc Bằng, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Tây Nam,7.4,Tây Nam,3.6,"82 m²(7,4x12,0)",2 phòng,2 WC,Thiên
Nhà mặt tiền,4.0,66.0,m²,3.0,2.0,,15.0,"Đường Lê công Hạnh, Phường Vĩnh Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Sổ hồng,Nam,4.5,Nam,4.0,"66 m²(4,5x15,0)",3 phòng,2 WC,Thiên
Biệt thự,2.05,300.0,m²,2.0,2.0,1.0,20.0,"Xã Diên Bình, Huyện Diên Khánh, Khánh Hòa",Khánh Hòa,Huyện Diên Khánh,Giấy tờ hợp lệ,Bắc,15.0,,2.05,"300 m²(15,0x20,0)",2 phòng,2 WC,Thiên
Biệt thự,2.93,95.0,m²,3.0,3.0,3.0,11.8,"Xã Diên Phú, Huyện Diên Khánh, Khánh Hòa",Khánh Hòa,Huyện Diên Khánh,Giấy tờ hợp lệ,Bắc,8.0,,2.93,"95 m²(8,0x11,8)",3 phòng,3 WC,Thiên
Nhà mặt tiền,18.0,168.4,m²,3.0,4.0,3.0,17.0,"Phường Phước Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Tây Bắc,10.0,,18.0,"168,4 m²(10,0x17,0)",3 phòng,4 WC,Thiên
Mặt tiền,7.3,101.0,m²,3.0,4.0,3.0,18.0,"Phường Phước Hòa, TP. Nha Trang, Khánh Hòa",Khánh Hòa,TP. Nha Trang,Giấy tờ hợp lệ,Đông Nam,5.4,,7.3,"101 m²(5,4x18,0)",3 phòng,4 WC,Thiên
