property_type,price,area,n_bedrooms,n_bathrooms,n_floors,legal,interior,facing_direction,balcony_direction,front_width,front_road_width,title,latitude,longitude,verified,location,location_details,date_of_posting,url
Nhà mặt phố,"11,9 tỷ",22 m²,1 phòng,3 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,"5,6 m",,"Mặt đường Nguyễn Phi Khanh - ngang khủng 5,6m - nhà 4 tầng. Chỉ 11,9 tỷ",10.7918695345414,106.693853626135,1,"Quận 1, Hồ Chí Minh","Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh",11/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-phi-khanh-phuong-tan-dinh-2/-ngang-khung-5-6m-4-tang-chi-11-9-ty-pr44773630
Nhà mặt phố,29 tỷ,72 m²,15 phòng,15 phòng,6 tầng,Sổ đỏ/ Sổ hồng,,,,,,"Bán nhà mặt tiền Sư Vạn Hạnh 4.5x17m cho thuê 70tr/tháng, giá bán 29 tỷ",10.7720816726565,106.669289802512,1,"Quận 10, Hồ Chí Minh","Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5/ban-tien-4-5x17-cho-thue-70tr-thang-gia-ban-29-ti-pr43667101
Nhà mặt phố,"7,9 tỷ",49 m²,4 phòng,4 phòng,4 tầng,Sổ đỏ/ Sổ hồng,,,,,,"Nhà mới thiết kế hiện đại 4 lầu mặt tiền đường Số 1, Gò Vấp, chỉ 7,9 tỷ thương lượng",10.8545837923855,106.662285087074,1,"Gò Vấp, Hồ Chí Minh","Đường Số 1, Phường 13, Gò Vấp, Hồ Chí Minh",05/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-1-phuong-13-8/-moi-thiet-ke-hien-dai-4-lau-tien-1-go-vap-chi-7ty9-thuong-luong-pr44720580
Nhà mặt phố,28 tỷ,164 m²,,,4 tầng,Sổ đỏ/sổ hồng.,,,,,30 m,"Hot, biệt thự mặt tiền Lê Thúc Hoạch 8m x 20m đúc 3.5 tấm chỉ 28 tỷ, LH: 0987 788 *** - Hoàng Anh",10.7875375427474,106.622409750612,1,"Tân Phú, Hồ Chí Minh","Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-thuc-hoach-phuong-phu-tho-hoa/hot-biet-thu-tien-8m-x-20m-duc-3-5-tam-chi-30-ty-lh-hoang-anh-pr43981383
Nhà mặt phố,14 tỷ,73 m²,,,4 tầng,Sổ đỏ/sổ hồng.,,,,,,"Giá tốt khu chợ Tân Hương 4m x 18.5m đúc 4 tấm chỉ 14 tỷ, LH: 0987 788 *** - Hoàng Anh",10.7924377,106.6224721,1,"Tân Phú, Hồ Chí Minh","Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-suy-phuong-tan-quy-2/gia-tot-khu-cho-huong-4m-x-18-5m-duc-4-tam-chi-14-ty-lh-hoang-anh-pr43981027
Nhà mặt phố,11 tỷ,76 m²,,,2 tầng,Có sổ.,,,,,20 m,"(Giá tốt) Mặt tiền kinh doanh ngay chợ Tân Hương (4m x 19m) nhà 1 lầu chỉ 11 tỷ, LH: 0987 788 ***",10.7928176823092,106.624449738993,1,"Tân Phú, Hồ Chí Minh","Đường Tây Sơn, Phường Tân Quý, Tân Phú, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tay-son-phuong-tan-quy-2/-gia-tot-tien-kinh-doanh-ngay-cho-huong-4m-x-17-5m-1-lau-chi-10-5-ty-lh-pr43991735
Nhà mặt phố,43 tỷ,"164,5 m²",7 phòng,7 phòng,8 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,"6,5 m",25 m,"Bán toà nhà VP mặt tiền Bùi Đình Tuý P12, BT,(6,5x26m) 7 tầng có PCCC thang máy, HĐT 110tr/th, 43tỷ",10.8078111459191,106.702907110112,1,"Bình Thạnh, Hồ Chí Minh","Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-dinh-tuy-phuong-12-7/ban-toa-vp-tien-p12-bt-6-5x26m-7-tang-co-pccc-thang-may-hdt-110tr-th-43ty-pr44448604
Nhà mặt phố,16 tỷ,40 m²,5 phòng,6 phòng,5 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,"Mặt tiền Võ Thị Sáu, Q3: Kinh doanh sầm uất - cạnh CV Lê Văn Tám - 5 tầng x 40m2 chỉ 16 tỷ",10.7860908756283,106.690324156793,1,"Quận 3, Hồ Chí Minh","Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",07/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-thi-sau-phuong-vo-thi-sau/-tien-q3-kinh-doanh-sam-uat-canh-cv-le-van-tam-5-tang-x-40m2-chi-16-ty-pr44738914
Nhà mặt phố,"15,3 tỷ",57 m²,5 phòng,6 phòng,4 tầng,Sổ hồng riêng.,,,,"3,5 m",,Quận Phú Nhuận - mặt tiền Nguyễn Đình Chính - 4 tầng - 57m2 - 15.3 tỷ,10.7954348410711,106.677709849769,1,"Phú Nhuận, Hồ Chí Minh","Đường Nguyễn Đình Chính, Phường 15, Phú Nhuận, Hồ Chí Minh",10/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-dinh-chinh-phuong-15-7/quan-phu-nhuan-tien-4-tang-57m2-15-3-ty-pr44758007
Nhà mặt phố,"14,9 tỷ","52,5 m²",2 phòng,2 phòng,2 tầng,Sổ đỏ/ Sổ hồng,Cơ bản.,,,"3,3 m",,"Quận 3 - MT Huỳnh Tịnh Của - vip 2 chiều - 52,5m2 - 14,9 tỷ TL",10.7896027041613,106.686858192809,1,"Quận 3, Hồ Chí Minh","Đường Huỳnh Tịnh Của, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",08/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tinh-cua-phuong-vo-thi-sau/quan-3-mt-vip-2-chieu-52-5m2-14-9-ty-tl-pr44742793
Nhà mặt phố,47 tỷ,"108,4 m²",5 phòng,6 phòng,3 tầng,Sổ đỏ.,,,,,,"Nhà mặt tiền Bà Huyện Thanh Quan 4.1x28m, nhà 3 lầu HĐ thuê 100tr gần công viên Tao Đàn, giá 47 tỷ",10.778907276554,106.686126739624,1,"Quận 3, Hồ Chí Minh","Đường Bà Huyện Thanh Quan, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",08/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ba-huyen-thanh-quan-phuong-vo-thi-sau/-tien-4-1x28m-3-lau-hd-thue-100tr-gan-cong-vien-tao-dan-gia-47-ty-pr44745552
Nhà mặt phố,22 tỷ,52 m²,3 phòng,3 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,,,4 m,18 m,"Góc Trần Quốc Toản & NKKN, Quận 3: Vị trí vàng - 52m2 nở hậu - chỉ 22 tỷ TL",10.7874453207854,106.688328313481,1,"Quận 3, Hồ Chí Minh","Đường Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",09/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-quoc-toan-phuong-vo-thi-sau/goc-nkkn-q3-vi-tri-vang-52m2-no-hau-chi-22-ty-tl-pr44751373
Nhà mặt phố,35 tỷ,78 m²,3 phòng,2 phòng,2 tầng,Sổ đỏ.,,,,"3,9 m",,Quận 10 - Mặt tiền Lê Hồng Phong - hiếm nhà bán - 78m2 - 35 tỷ,10.765410162681,106.675481396663,1,"Quận 10, Hồ Chí Minh","Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh",09/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-1-18/quan-10-tien-p-hiem-ban-78m2-35-ty-pr44752112
Nhà mặt phố,18 tỷ,"36,3 m²",4 phòng,3 phòng,4 tầng,Sổ đỏ.,,,,"3,5 m",,Quận 3 - mặt tiền Nguyễn Hiền - căn góc nở hậu - 4 tầng - 36.3m2 - 18 tỷ TL,10.7723596991464,106.680663550942,1,"Quận 3, Hồ Chí Minh","Đường Nguyễn Hiền, Phường 4, Quận 3, Hồ Chí Minh",09/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-hien-phuong-4-12/quan-3-tien-can-goc-no-hau-4-tang-36-3m2-18-ty-tl-pr44754666
Nhà mặt phố,31 tỷ,"112,4 m²",4 phòng,4 phòng,4 tầng,Sổ hồng riêng.,,,,,,Phú Nhuận - mặt tiền Trần Huy Liệu - 4 tầng - sân vườn - 112.4m2 - 31 tỷ,10.7959089672264,106.677619043499,1,"Phú Nhuận, Hồ Chí Minh","Đường Trần Huy Liệu, Phường 15, Phú Nhuận, Hồ Chí Minh",09/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-huy-lieu-phuong-15-7/phu-nhuan-tien-4-tang-san-vuon-112-4m2-31-ty-pr44757602
Nhà mặt phố,260 tỷ,338 m²,15 phòng,15 phòng,10 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,,,"11,3 m",20 m,"Bán tòa nhà MT Nguyễn Biểu Quận 5, 11,3x30m cn 338m2, Hầm + 9 lầu, HĐT 700tr/tháng giá 260 tỷ",10.7542612634714,106.684077920461,1,"Quận 5, Hồ Chí Minh","62 - 64, Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",04/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-bieu-phuong-1-15/ban-toa-mt-quan-5-11-3x30m-cn-338m2-ham-9-lau-hdt-700tr-thang-gia-260-ty-pr44713263
Nhà mặt phố,"9,1 tỷ","87,5 m²",4 phòng,5 phòng,3 tầng,Sổ đỏ/ Sổ hồng,Cơ bản,Đông - Nam,,5 m,12 m,"Bán nhà 3,5 tầng tại khu đô thị Phước Long B, đường rộng 12m, giá 9 tỷ 100 triệu",12.2132571685959,109.190058180126,1,"Nha Trang, Khánh Hòa","Phước Long, Đường Lê Thiết Hùng, Phường Phước Long, Nha Trang, Khánh Hòa",08/12/2025,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-thiet-hung-phuong-phuoc-long-prj-khu-do-thi-moi-phuoc-long/ban-3-5-tang-tai-b-rong-12m-gia-9-ty-100-trieu-pr44739294
Căn hộ chung cư,"2,32 tỷ",54 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,,"Bán CC 2PN 2WC tại Bcons Polygon, 2.32 tỷ, 54m2, (bao thuế phí sang tên)",10.872915502827468,106.749455561112,1,"Dĩ An, Bình Dương","Dự án Bcons Polygon, Phường An Bình, Dĩ An, Bình Dương",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-binh-prj-bcons-polygon/ban-cc-2pn-2wc-tai-2-32-ty-54m2-bao-thue-phi-sang-ten-pr44647870
Căn hộ chung cư,"4,7 tỷ",65 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Bắc,,,"Hàng hiếm - 1 căn duy nhất River Panorama - Đã nhận sổ - 2PN, 2WC - Tầng đẹp view sông - Hỗ trợ vay",10.714508052398742,106.73841275507574,1,"Quận 7, Hồ Chí Minh","Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",05/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-river-panorama/hang-hiem-1-duy-nhat-da-nhan-so-2pn-2wc-tang-dep-view-song-tro-vay-pr44332727
Căn hộ chung cư,"4,68 tỷ",120 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,,,"Bán nhanh căn hộ Hoàng anh An Tiến - Gold House 3PN - sổ hồng riêng, view thoáng mát",10.7113081687732,106.705489173216,1,"Nhà Bè, Hồ Chí Minh","Dự án Hoàng Anh An Tiến - Gold House, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-hoang-anh-gold-house/ban-nh-ang-an-tien-use-3pn-so-ng-rieng-view-tang-mat-pr44308990
Căn hộ chung cư,"4,65 tỷ",35 m²,2 phòng,1 phòng,,Sổ đỏ/ Sổ hồng,,,,,,"Giảm 150tr bán gấp chung cư 2PN trên đường Cao Bá Nhạ, Quận 1 - Khu vực trung tâm sầm uất",10.7626109658063,106.690261989966,1,"Quận 1, Hồ Chí Minh","Đường Cao Bá Nhạ, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cao-ba-nha-phuong-nguyen-cu-trinh/giam-150tr-n-gap-2pn-tren-quan-1-gia-2ty35-pr44063477
Căn hộ chung cư,11 tỷ,133 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,,"Chính chủ bán căn hộ chung cư M5 Nguyễn Chí Thanh DT 133m2, 3 PN, view hồ Thành Công, tầng đẹp",21.020974858539617,105.80970792853958,1,"Đống Đa, Hà Nội","Dự án M5 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chi-thanh-phuong-lang-ha-prj-chung-cu-m5-nguyen-chi-thanh/nh-chu-ban-dt-133m2-3-pn-view-cong-tang-dep-pr44645687
Căn hộ chung cư,101 triệu/m²,54 m²,2 phòng,1 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản.,Tây - Bắc,Đông - Nam,,,"Bán CC 2PN 54m2 giá 101 triệu/m2 tại The Zen Residence, Trần Phú, Hoàng Mai, Hà Nội",20.9713442689087,105.879787269034,1,"Hoàng Mai, Hà Nội","The Zen Residence, Trần Phú, Hoàng Mai, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tran-phu-7-prj-the-zen-residence/ban-cc-2pn-54m2-gia-101-trieu-tai-hoang-mai-ha-noi-pr44785179
Căn hộ chung cư,"2,72 tỷ",59 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,"Nội thất cơ bản từ CĐT An Gia, giường ngủ, tủ quần áo, tủ giày, máy lạnh, bàn làm việc, bếp hồng ngoại Hafele, tủ bếp An Cường, nội thất nhà tắm Hafele, máy hút mùi Hafele, rèm, giàn phơi, sân.",,,,,"Sổ hồng bán căn 59m2 2PN 2WC tháp C + View UBND, công viên xanh gió mát + Sẵn gói nội thất Westgate",10.68664650556,106.585757470733,1,"Bình Chánh, Hồ Chí Minh","Dự án Westgate, Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-tuc-thi-tran-tan-tuc-prj-westgate/so-hong-ban-59m2-2pn-2wc-thap-c-view-ubnd-cong-vien-xanh-gio-mat-san-goi-noi-that-westgate-pr44783081
Căn hộ chung cư,10 tỷ,126 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng.,,,,,,"Chính chủ bán căn hộ chung cư N09 ĐTM Dịch Vọng DT 126m2, 3 PN, view công viên Cầu Giấy, tầng đẹp",21.029434489990987,105.79423046111388,1,"Cầu Giấy, Hà Nội","Dự án ĐTM Dịch Vọng, Đường Thành Thái, Phường Dịch Vọng, Cầu Giấy, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-prj-khu-do-thi-moi-dich-vong/chinh-chu-ban-n09-dtm-dt-126m2-3-pn-view-cong-vien-cau-giay-tang-dep-pr44610219
Căn hộ chung cư,"3,25 tỷ","30,3 m²",1 phòng,1 phòng,,Sổ đỏ/ Sổ hồng.,Đầy đủ,Tây - Bắc,Đông - Nam,,,"Chính chủ bán căn studio 30,3m2 toà Masteri 3,25 tỷ, full đồ, view thoáng đẹp, sẵn sổ giao dịch",21.006508139383683,105.73782770312674,1,"Nam Từ Liêm, Hà Nội","Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",05/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-masteri-west-heights/chinh-chu-ban-studio-30-3m2-toa-2-6ty-full-do-view-thoang-dep-san-so-giao-dich-pr43829922
Căn hộ chung cư,"6,2 tỷ","74,7 m²",3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Đông - Nam,Đông - Bắc,,,"Bán CC 3PN, 2WC, 74.7m2 tại The Miami, Tây Mỗ, Nam Từ Liêm, Hà Nội, 6.2 tỷ VND hot",21.0067275607955,105.745032875463,1,"Nam Từ Liêm, Hà Nội","Dự án The Miami, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",06/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-miami/ban-cc-3pn-2wc-74-7m2-tai-nam-tu-liem-ha-noi-5-ty-vnd-hot-pr44037416
Căn hộ chung cư,"11,35 tỷ","87,5 m²",2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Bắc,,,"Bán 2PN Vinhomes Central Park - view sông công viên, nhà nội thất cơ bản. DT 87,5m2, LH 0397 383 ***",10.794696156161567,106.72077936525824,1,"Bình Thạnh, Hồ Chí Minh","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-2pn-view-song-cong-vien-nha-noi-that-co-ban-dt-87-5m2-lh-pr44224180
Căn hộ chung cư,"3,75 tỷ",43 m²,1 phòng,1 phòng,,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,,,,,"Chính chủ bán căn 1PN+ 43m2 full nội thất 3,75 tỷ kđt Vinhomes Smart City",21.006339079258677,105.7362133319224,1,"Nam Từ Liêm, Hà Nội","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/chinh-chu-ban-1pn-43m-full-noi-that-3-75-ty-kdt-city-pr44569575
Căn hộ chung cư,"12,5 tỷ","85,6 m²",2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,,,,,,"Hiếm! Bán căn hộ Kiều By Kita đường Trần Hưng Đạo, Phường 1, Quận 5 - Sổ hồng đầy đủ giá 12,5 tỷ",10.75403109760795,106.6788874426581,1,"Quận 5, Hồ Chí Minh","Dự án Kiều by KITA, Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-1-15-prj-kieu-by-kita/hiem-ban-1-quan-5-so-ng-day-du-gia-12-5-ty-pr44484645
Căn hộ chung cư,"2,34 tỷ",52 m²,,,,Sổ đỏ/ Sổ hồng,,,,,,"Bán chung cư Cách Mạng Tháng Tám, Quận 10 - 52m2 - giá 2,34 tỷ",10.7854790516481,106.667945751701,1,"Quận 10, Hồ Chí Minh","Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-cach-mang-thang-tam-phuong-15-3/ban-quan-10-52m2-gia-2-34-ty-pr44085752
Căn hộ chung cư,"3,67 tỷ",75 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,"Duy nhất 1 căn CT3 rẻ nhất toà, full nội thất. Tầng trung. 2N2WC - 3tỷ670",12.2572508436658,109.167763504273,1,"Nha Trang, Khánh Hòa","CT3 Vĩnh Điềm Trung, Đường 19/5, Xã Vĩnh Hiệp, Nha Trang, Khánh Hòa",08/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-19-5-1-xa-vinh-hiep-1-prj-chung-cu-ct3-vinh-diem-trung/duy-nhat-1-re-nhat-toa-full-noi-that-tang-2n2w-3ty670-pr44746944
Căn hộ chung cư,28 triệu/m²,"72,63 m²",2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,,,,,"Chính chủ bán căn hộ Tecco Elite tòa D - 72,63m2 - View thành phố - full nội thất vào ở luôn",21.57682791485788,105.8138233294349,1,"Thái Nguyên, Thái Nguyên","Dự án Tecco Elite City, Đường Quang Trung, Phường Thịnh Đán, Thái Nguyên, Thái Nguyên",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quang-trung-phuong-thinh-dan-prj-tecco-elite-city/chinh-chu-ban-toa-d-72-63m2-view-thanh-p-full-noi-that-vao-o-luon-pr44781539
Căn hộ chung cư,"6,35 tỷ",60 m²,2 phòng,1 phòng,,Sổ đỏ/ Sổ hồng,Toàn bộ nội thất gắn tường được giữ lại.,,,,,"Bán căn CC PCC1 Triều Khúc - Thanh Xuân - 2 ngủ, 60m2 - hướng đẹp",20.9858065223364,105.79909169427276,1,"Thanh Xuân, Hà Nội","Dự án PCC1 Triều Khúc, số 44 Triều Khúc, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trieu-khuc-phuong-thanh-xuan-bac-prj-chung-cu-pcc1-trieu-khuc/ban-cc-2-ngu-60m2-huong-dep-pr44783123
Căn hộ chung cư,"28,5 tỷ",139 m²,3 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,,,,,The River - Bán căn 3PN tầng cao - View sông và Q1 - Đã có sổ - Giá chỉ 28.5tỷ all in,10.781979569847657,106.72004086906227,1,"Quận 2, Hồ Chí Minh","Dự án The River Thủ Thiêm, Đường Trần Bạch Đằng, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",06/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-bach-dang-phuong-thu-thiem-prj-the-river-thu-thiem/-ban-3pn-tang-cao-view-song-va-q1-da-co-so-gia-chi-23ty-all-in-pr43549710
Căn hộ chung cư,"4,8 tỷ",65 m²,2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng,Cơ bản,Nam,Bắc,,,"Bán nhanh River Panorama - 2PN, 2WC đã nhận sổ hồng - nhà mới - các phòng đều có cửa sổ",10.714732822751756,106.73763614110666,1,"Quận 7, Hồ Chí Minh","Dự án River Panorama, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",10/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-river-panorama/ban-nhanh-2pn-2wc-da-nhan-so-hong-nha-moi-cac-phong-deu-co-cua-so-pr44762300
Căn hộ chung cư,"6,7 tỷ","74,2 m²",2 phòng,2 phòng,,Sổ đỏ/ Sổ hồng.,Nội thất đẹp: Bàn giao như ảnh.,,Tây - Bắc,,,"Bán gấp căn hộ 3PN tòa H2 Masteri Vinhomes OCP1, căn góc view Biển hồ Ngọc Trai, full đồ như ảnh",20.9947551020211,105.949944210752,1,"Gia Lâm, Hà Nội","Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",12/12/2025,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-5b-xa-da-ton-prj-masteri-waterfront/ban-gap-3pn-toa-h2-vinmes-ocp1-goc-view-bien-ngoc-trai-full-do-nhu-anh-pr44781042
Nhà riêng,"8,4 tỷ",76 m²,4 phòng,5 phòng,4 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ.,,,4 m,7 m,"Nhà đẹp mới tinh đường 7m ôtô vào nhà Trường Thọ Thủ Đức 4 tầng 76m2(4x19); 4PN, 5WC; chỉ 8tỷ4",10.8429399681858,106.752891765852,1,"Thủ Đức, Hồ Chí Minh","Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-11-1-phuong-truong-tho-2/-dep-moi-tinh-7m-oto-vao-thu-duc-4-tang-76m2-4x19-4pn-5wc-chi-8ty4-pr44693336
Nhà riêng,"4,45 tỷ",57 m²,3 phòng,3 phòng,2 tầng,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây - Nam,,"4,2 m",6 m,Nhà xây mới 3PN giá rẻ Q12 cuối Hà Huy Giáp gần Gò Vấp,10.8948391454021,106.668626853841,1,"Quận 12, Hồ Chí Minh","Đường Thạnh Xuân 52, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-xuan-52-1-phuong-thanh-xuan/-xay-moi-3pn-gia-re-q12-cuoi-ha-huy-giap-gan-go-vap-pr44818037
Nhà riêng,35 tỷ,"169,9 m²",,,4 tầng,Sổ đỏ/ Sổ hồng,,,,12 m,8 m,"Bán gấp nhà HXH 12x14m, 3 lầu ST mới đẹp đường Nguyễn Bỉnh Khiêm Quận 1 gần Lê Duẩn giá 35 tỷ TL",10.789910798387,106.702479528527,1,"Quận 1, Hồ Chí Minh","Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-binh-khiem-phuong-da-kao/ban-gap-hxh-12x14m-3-lau-st-moi-dep-quan-1-gan-le-duan-gia-35-ty-tl-pr43937421
Nhà riêng,"24,8 tỷ","69,3 m²",5 phòng,6 phòng,5 tầng,Có sổ,,,,4 m,8 m,"Bán nhà HXH Tôn Thất Tùng 4x17.3M, trệt 3 lầu ST giá 24.8 tỷ TL",10.7696478089326,106.688437394872,1,"Quận 1, Hồ Chí Minh","Đường Tôn Thất Tùng, Phường Bến Thành, Quận 1, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-tung-phuong-ben-thanh/ban-hxh-4x18m-tret-3-lau-st-gia-24-8-ty-tl-pr44823393
Nhà riêng,"14,9 tỷ",42 m²,,,6 tầng,Sổ đỏ.,,,,"3,7 m",,"Bán nhà HXH Nguyễn Thiện Thuật P2 Q3, 42m2 x 6 tầng, nhà trống giao ngay pháp lý sạch chỉ 14,9 tỷ",10.7678772958623,106.680040703343,1,"Quận 3, Hồ Chí Minh","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, Hồ Chí Minh",17/12/2025,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-thien-thuat-phuong-2-14/ban-hxh-p2-quan-3-42m2-6-tang-trong-giao-ngay-phap-ly-sach-chi-14-9-ty-pr44381605
